fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.01636917144060135,0.9934858387799564,0.020870501175522804,0.9933333333333333,0.9936550518299151,0.9934858387799564,0.9998697003601178,0.9933969079326976,0.9935019576395112,0.9933333333333333,0.999866794310145,0.9932180409675366
2,0.015569422394037247,0.9938562091503268,0.02031993865966797,0.9911764705882353,0.9939983683883244,0.9938562091503268,0.9998771036711169,0.9937691609165693,0.9918073090391429,0.9911764705882353,0.9998237815864581,0.9910372761570754
3,0.01964164339005947,0.9926797385620915,0.02716962993144989,0.9901960784313726,0.9928105757460642,0.9926797385620915,0.9998535891213893,0.9926034246411033,0.9903580907258936,0.9901960784313726,0.9998039499403784,0.9900764869843658
4,0.01890597678720951,0.9916557734204793,0.020193886011838913,0.99,0.9918755957168759,0.9916557734204793,0.9998331108006653,0.9916771206750051,0.9905182455365211,0.99,0.9998000470023943,0.9899671212480042
5,0.01863011159002781,0.9931154684095861,0.0229365024715662,0.9925490196078431,0.9932443182355825,0.9931154684095861,0.9998623241108103,0.993036365786012,0.9924917213161026,0.9925490196078431,0.9998508788271666,0.9924143631955207
6,0.015326648019254208,0.9938997821350762,0.02123376354575157,0.9915686274509804,0.9939660932930982,0.9938997821350762,0.9998780117401335,0.9938354269152317,0.9922466746326944,0.9915686274509804,0.9998312820782715,0.9915062071334786
7,0.015870286151766777,0.9936383442265795,0.020537732169032097,0.9913725490196078,0.9938117696822163,0.9936383442265795,0.9998727713729976,0.99355495230238,0.9914599042724748,0.9913725490196078,0.999827365001551,0.9912819736049695
8,0.016670845448970795,0.9934640522875817,0.019996631890535355,0.9923529411764705,0.9939735304623739,0.9934640522875817,0.9998692891756517,0.9933592134645027,0.992952614379085,0.9923529411764705,0.9998469619818138,0.9922822400282817
9,0.01435299962759018,0.9943790849673203,0.02817034162580967,0.9898039215686274,0.9944463155289812,0.9943790849673203,0.9998875814130399,0.9943323009155206,0.99072672059478,0.9898039215686274,0.9997962461016112,0.9895284002584256
10,0.017315080389380455,0.9930283224400871,0.015535043552517891,0.993921568627451,0.993062347335344,0.9930283224400871,0.9998605504668493,0.992951467114881,0.9939611111791271,0.993921568627451,0.9998785196947271,0.9938474544487084
Average,0.01686521852388978,0.9933202614379086,0.021696397103369236,0.9916274509803922,0.9934843966218777,0.9933202614379086,0.9998664032232771,0.9932516340663904,0.9920024349315334,0.9916274509803922,0.9998325826524518,0.9915159564026366
