fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.02742725983262062,0.9880174291938998,0.03227067366242409,0.9874509803921568,0.9880760946703869,0.9880174291938998,0.9997603192105329,0.9877528527079253,0.9875052366882827,0.9874509803921568,0.9997492780289086,0.9870656594123237
2,0.028516676276922226,0.9879302832244009,0.030131658539175987,0.9880392156862745,0.9883364370570569,0.9879302832244009,0.9997585671783614,0.9878779487585692,0.9882572961265487,0.9880392156862745,0.9997611304622899,0.987900668652037
3,0.026541484519839287,0.9884095860566449,0.025523057207465172,0.9890196078431372,0.9890067203839328,0.9884095860566449,0.9997681793984399,0.9880411056066007,0.9907778710747139,0.9890196078431372,0.9997805823807867,0.988540717290863
4,0.04641856998205185,0.9805228758169935,0.04533198103308678,0.9811764705882353,0.9806140369297738,0.9805228758169935,0.9996104310183278,0.9802276897897109,0.9809652619030219,0.9811764705882353,0.9996237727899828,0.9809858409467176
5,0.02885119616985321,0.9881481481481481,0.03197130560874939,0.9862745098039216,0.9891177197954251,0.9881481481481481,0.9997629975424548,0.9877967909800225,0.9873128263503304,0.9862745098039216,0.999725119266107,0.9855120227918922
6,0.0268715713173151,0.9879956427015251,0.031840112060308456,0.986078431372549,0.9894154696742435,0.9879956427015251,0.9997599807648699,0.987721948877278,0.98647609755333,0.986078431372549,0.9997209611473835,0.9859063618574866
7,0.031006773933768272,0.9875599128540306,0.037436697632074356,0.9847058823529412,0.9878751120621172,0.9875599128540306,0.9997512083573601,0.987202832109804,0.9853251608438776,0.9847058823529412,0.9996939458096091,0.9842049440074323
8,0.026534553617239,0.9891067538126361,0.032094694674015045,0.9868627450980392,0.9898032660528094,0.9891067538126361,0.9997821469323285,0.9889527232371531,0.9878345023048589,0.9868627450980392,0.9997371454088585,0.9868300855640347
9,0.027817383408546448,0.988474945533769,0.028320057317614555,0.9890196078431372,0.9884704713457154,0.988474945533769,0.9997694955289348,0.9882902921799486,0.9891930993192296,0.9890196078431372,0.9997804147815103,0.9889189653665074
10,0.04575280845165253,0.9807407407407407,0.04231347516179085,0.9815686274509804,0.9815177862621719,0.9807407407407407,0.9996147859873201,0.9805468722536073,0.9821022841478054,0.9815686274509804,0.9996316178620358,0.9815097238386453
Average,0.03157382775098085,0.9866906318082789,0.03372337128967047,0.9860196078431374,0.9872233114233632,0.9866906318082789,0.999733811191893,0.9864411056500619,0.9865749636312,0.9860196078431374,0.9997203967937471,0.9857374989727938
