fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9999980939201772,0.9921431389703738,0.9999980941055214,0.9999980939201772,0.9999999618787,0.9999980939199735,0.9921188229103542,0.9921431389703738,0.9998428470984141,0.9921203862200362
2,1.0,0.9921774484071844,1.0,1.0,1.0,1.0,0.9921556044495743,0.9921774484071844,0.9998435325152892,0.9921627016609549
3,0.9999980939201772,0.9922632219992109,0.9999980941047317,0.9999980939201772,0.9999999618754387,0.9999980939199753,0.9922405804524327,0.9922632219992109,0.9998452964904139,0.9922498586026309
4,1.0,0.992383305028048,1.0,1.0,1.0,1.0,0.9923756563174502,0.992383305028048,0.9998477181158664,0.9923785039045832
5,0.9999980939201772,0.9922460672808056,0.9999980941053233,0.9999980939201772,0.9999999618778848,0.9999980939200689,0.9922375997936325,0.9922460672808056,0.9998449010382766,0.9922354482502002
6,0.9999980939201772,0.9922632219992109,0.9999980941056839,0.9999980939201772,0.999999961879367,0.9999980939201998,0.9922625339545343,0.9922632219992109,0.9998452602062088,0.9922612700940153
7,0.9999980939201772,0.9923489955912373,0.9999980941058463,0.9999980939201772,0.9999999618800339,0.9999980939203484,0.9923673236872645,0.9923489955912373,0.9998469678858266,0.9923565749961883
8,0.9999980939201772,0.9920573653783473,0.9999980941051259,0.9999980939201772,0.9999999618770695,0.9999980939200827,0.9920649559036754,0.9920573653783473,0.9998411750035794,0.9920581289863172
9,0.9999980939201772,0.9925548522121009,0.9999980941056298,0.9999980939201772,0.9999999618791446,0.9999980939202402,0.9925337194024555,0.9925548522121009,0.9998510932298851,0.9925426623214622
10,0.9999980939201772,0.992211757843995,0.9999980941056839,0.9999980939201772,0.999999961879367,0.9999980939203212,0.9922389589149884,0.992211757843995,0.99984421897095,0.9922242074151715
Average,0.9999984751361419,0.9922649374710513,0.9999984752843545,0.9999984751361419,0.9999999695027005,0.9999984751361211,0.9922595755786363,0.9922649374710513,0.9998453010554711,0.992258974245156
