fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9664968349544543,0.9668227746041549,0.9705699536949949,0.9664968349544543,0.9993298905487047,0.9649082858901954,0.9717942131737655,0.9668227746041549,0.9993368771493629,0.9655448399834642
2,0.9664072492027821,0.9663595972072119,0.9706164303911646,0.9664072492027821,0.99932816565252,0.9648482999677633,0.9703281605955667,0.9663595972072119,0.9993270100967466,0.9645552994604628
3,0.9663691276063259,0.9672001784090715,0.9705303739089273,0.9663691276063259,0.999327386665277,0.9647908952011613,0.9707242609046938,0.9672001784090715,0.9993439743485516,0.9655996919987223
4,0.9666111997438229,0.9671487142538555,0.9706264993178563,0.9666111997438229,0.9993322105726659,0.965073713107952,0.9709098322530112,0.9671487142538555,0.9993430954081342,0.965645011813545
5,0.9663214756107557,0.9654332424133257,0.9705406283001925,0.9663214756107557,0.9993264398787061,0.9647232414872359,0.9698361424440815,0.9654332424133257,0.9993085708709535,0.9636926093107043
6,0.9667217523735459,0.9664796802360489,0.9706764051953152,0.9667217523735459,0.9993344179644869,0.9651817660235529,0.9703063810186899,0.9664796802360489,0.9993297513491288,0.9650214424163522
7,0.966096558191664,0.9669943217882079,0.9703492340137381,0.966096558191664,0.9993219590227792,0.9644359722889342,0.9712441459615232,0.9669943217882079,0.9993396415296736,0.9654985692884795
8,0.9665654538280755,0.9661365858679429,0.970611688295148,0.9665654538280755,0.9993312923853122,0.9650171801643344,0.970744607928002,0.9661365858679429,0.999322882023216,0.9645229538076173
9,0.9666340727016967,0.9665997632648861,0.9706456638294649,0.9666340727016967,0.9993326795487175,0.9650871555159628,0.9706118011013042,0.9665997632648861,0.9993320116836566,0.9650775814097761
10,0.9671449020942099,0.9661708953047535,0.971037706625006,0.9671449020942099,0.9993429295461519,0.965695211826975,0.9699940195347937,0.9661708953047535,0.9993231303768132,0.9645788669791984
Average,0.9665368626307332,0.9665345753349458,0.9706204583571809,0.9665368626307332,0.999330737178532,0.9649761721474068,0.9706493564915432,0.9665345753349458,0.9993306944836237,0.9649736866468324
