fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9997796679944569,0.9993390039833707,0.9997801926670657,0.9997796679944569,0.9999956113479683,0.9997795488723089,0.9993402172905896,0.9993390039833707,0.9999868287251542,0.9993389077889893
2,0.999764206099331,0.9990606898711057,0.999764918882345,0.999764206099331,0.999995303155686,0.9997640503674357,0.9990769454137308,0.9990606898711057,0.9999813024864759,0.9990591812116084
3,0.9998125245215993,0.999252030823288,0.9998128101115515,0.9998125245215993,0.9999962660296027,0.9998124312545512,0.9992544694395316,0.999252030823288,0.999985077722958,0.9992517707942122
4,0.9997584078886589,0.9992172415592548,0.9997589305398153,0.9997584078886589,0.9999951877117478,0.9997582003606245,0.9992197843339351,0.9992172415592548,0.9999844053903708,0.9992162960301383
5,0.9998047935740364,0.9993911878794204,0.9998052269147434,0.9998047935740364,0.9999961116659789,0.999804710512202,0.9993934377266462,0.9993911878794204,0.9999878807109595,0.9993906465762603
6,0.9997835334682383,0.9995129503035364,0.9997839138448781,0.9997835334682383,0.9999956880896653,0.9997834185556594,0.9995148944085245,0.9995129503035364,0.9999903017054227,0.9995123619340109
7,0.9998105917847085,0.9993042147193376,0.9998110614288748,0.9998105917847085,0.9999962268369809,0.9998104780106438,0.9993059535750924,0.9993042147193376,0.999986130489899,0.99930338285091
8,0.9997429459935331,0.999565134199586,0.9997440206709828,0.9997429459935331,0.9999948798742794,0.9997426913384057,0.9995684889013565,0.999565134199586,0.99999133251258,0.9995649008787902
9,0.999771937046894,0.9993216093513542,0.9997723995485115,0.999771937046894,0.9999954571050221,0.9997718087958442,0.9993243560417852,0.9993216093513542,0.9999864703087323,0.9993211399607875
10,0.9997468114673145,0.9993390039833707,0.999747572895672,0.9997468114673145,0.9999949561475381,0.9997466155790837,0.9993407385536566,0.9993390039833707,0.9999868252097164,0.9993382062229297
Average,0.999777541983877,0.9993303066673624,0.9997781047504439,0.999777541983877,0.9999955687964469,0.999777395364676,0.999333928568485,0.9993303066673624,0.9999866555262269,0.9993296794248637
