fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.023247191682457924,0.9909289661232433,0.024357302114367485,0.9904448218482493,0.9911516674168321,0.9909289661232433,0.9998185744277106,0.9907528502349859,0.9907720501063696,0.9904448218482493,0.9998089466246607,0.9902427102836159
2,0.022629283368587494,0.9910052093161558,0.023025991395115852,0.9909937728372189,0.9912008994713879,0.9910052093161558,0.999820109448672,0.9908340360249335,0.9910909911024823,0.9909937728372189,0.9998198309201012,0.990852806061161
3,0.02290789783000946,0.9909137174846608,0.02358861267566681,0.9909251539635977,0.9913222522126847,0.9909137174846608,0.9998182689921463,0.990704127819193,0.9913310422229717,0.9909251539635977,0.9998185507591564,0.9907274248030841
4,0.022871607914566994,0.9912053476975509,0.022128749638795853,0.9913540219237301,0.9914297139512946,0.9912053476975509,0.999824100872945,0.9910368557615322,0.9916172456531928,0.9913540219237301,0.9998271348948208,0.9911976470526139
5,0.021665111184120178,0.991365458402667,0.02248544991016388,0.9904619765666547,0.9915650790007201,0.991365458402667,0.9998273117435087,0.9912025834027562,0.9906720168445405,0.9904619765666547,0.9998092167656089,0.9902342589267423
6,0.022684229537844658,0.9911310105844613,0.022413210943341255,0.9913540219237301,0.9912895683031546,0.9911310105844613,0.9998226184210286,0.990962218689153,0.9914695183035466,0.9913540219237301,0.9998270953266792,0.9911949703535422
7,0.022312702611088753,0.9912225024159562,0.02303439937531948,0.9912510936132983,0.9913435151666499,0.9912225024159562,0.999824454909646,0.9910580515249098,0.991336068021412,0.9912510936132983,0.999824979786997,0.9911002731282272
8,0.021032435819506645,0.9915122265490234,0.021312952041625977,0.9917485804470519,0.9916988503467592,0.9915122265490234,0.9998302397262292,0.9913597407468104,0.9919066875087085,0.9917485804470519,0.9998350128745623,0.9915904050818453
9,0.022495310753583908,0.9911462592230438,0.024297621101140976,0.9902561199457911,0.9914870388069582,0.9911462592230438,0.9998229263761392,0.9909560318631285,0.9906204361946763,0.9902561199457911,0.9998051112356778,0.9900398142384996
10,0.022204721346497536,0.9910814525090682,0.02194320596754551,0.9913197124869195,0.9913060474122097,0.9910814525090682,0.9998216370298711,0.9909125670950609,0.9914424871679914,0.9913197124869195,0.9998263237731794,0.9911536894709426
Average,0.022405049204826354,0.991151215030583,0.022858749516308306,0.9910109275556241,0.991379463208865,0.991151215030583,0.9998230241947896,0.9909779063162463,0.991225854312589,0.9910109275556241,0.9998202202961444,0.9908333999400275
