fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9774416844729344,0.9644431089743589,0.9772749461529733,0.9774416844729344,0.9995209085482993,0.9772819270005813,0.9641174910530299,0.9644431089743589,0.9992288098482254,0.9641668735899888
2,0.9776308760683761,0.96484375,0.9774779157864766,0.9776308760683761,0.9995245541144804,0.9774685188397598,0.9652966051806325,0.96484375,0.9992440959301768,0.9646021127209201
3,0.9774194266381766,0.9651442307692307,0.977261271760102,0.9774194266381766,0.9995204306106509,0.9772596562894694,0.9652475265337549,0.9651442307692307,0.9992447583825868,0.9651628843938337
4,0.9772970085470085,0.9671474358974359,0.9771559186521999,0.9772970085470085,0.9995174545949752,0.9771642696915497,0.9667450299169466,0.9671474358974359,0.9992920716127395,0.9668241529191355
5,0.9775529736467237,0.9651442307692307,0.9774013614767308,0.9775529736467237,0.9995231382158571,0.9773912257845666,0.965212461432487,0.9651442307692307,0.9992421456814676,0.9651004249072145
6,0.9773192663817664,0.9672475961538461,0.9771428433052504,0.9773192663817664,0.9995178820163199,0.977136959575517,0.9671984153699177,0.9672475961538461,0.9992762182554453,0.9671188834973784
7,0.977096688034188,0.9678485576923077,0.9769528761188645,0.977096688034188,0.9995137268078884,0.9769564955056587,0.9677433745171842,0.9678485576923077,0.9993161156521171,0.9677616958548533
8,0.9774305555555556,0.9660456730769231,0.9772576926654245,0.9774305555555556,0.9995206346025071,0.9772584519934928,0.9656888144076828,0.9660456730769231,0.9992475166371714,0.9657546289879818
9,0.9772302350427351,0.9669471153846154,0.9771204337963878,0.9772302350427351,0.9995164136712262,0.9770992568286307,0.9662157421698918,0.9669471153846154,0.9992993837122955,0.9664255711336008
10,0.9771523326210826,0.9672475961538461,0.9770312124818682,0.9771523326210826,0.9995145019301471,0.977015355472255,0.9667156703333522,0.9672475961538461,0.9993051809481306,0.966903554552234
Average,0.9773571047008547,0.9662059294871795,0.9772076472196278,0.9773571047008547,0.9995189645112351,0.9772032116981482,0.966018113091488,0.9662059294871795,0.9992696296660357,0.9659820782557139
