fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.0654020681977272,0.9679375890313391,0.07477772235870361,0.9634415064102564,0.969782990461728,0.9679375890313391,0.9993222430585269,0.9677746979955931,0.9657737487465052,0.9634415064102564,0.9992104738551242,0.96342947899116
2,0.06366240978240967,0.9677706552706553,0.06598757207393646,0.9674479166666666,0.9677782911076751,0.9677706552706553,0.9993045573776929,0.9667274480508147,0.9666421803358244,0.9674479166666666,0.9992881390610815,0.9664425734900937
3,0.061890244483947754,0.9697293447293447,0.06493417918682098,0.9688501602564102,0.9711102951608953,0.9697293447293447,0.9993579516221364,0.969270808857906,0.9705796152755349,0.9688501602564102,0.9993270381684021,0.968650010887193
4,0.05989152938127518,0.9703859508547008,0.06087418273091316,0.969551282051282,0.9718674583013749,0.9703859508547008,0.999372411201399,0.9701020386666167,0.9700561039806359,0.969551282051282,0.9993424196818443,0.9689280688208408
5,0.06157208979129791,0.9690727386039886,0.06401312351226807,0.967948717948718,0.9705209452544019,0.9690727386039886,0.9993484865517598,0.9693055703758606,0.9690747968815541,0.967948717948718,0.9993071158986148,0.9681745436713112
6,0.08173029869794846,0.9590678418803419,0.07948150485754013,0.9592347756410257,0.9584324338481126,0.9590678418803419,0.9991254785535604,0.9585009725534896,0.9586524578638878,0.9592347756410257,0.9990946072356384,0.958636064674788
7,0.06585793942213058,0.9680154914529915,0.07016878575086594,0.9680488782051282,0.9673729128514869,0.9680154914529915,0.9993101891873031,0.9667216752241907,0.9672241011754648,0.9680488782051282,0.9993085189302864,0.9666419705006749
8,0.06341838091611862,0.9678596866096866,0.06660152971744537,0.9666466346153846,0.968362910550757,0.9678596866096866,0.9993179666567524,0.9680177339240261,0.9667746433485334,0.9666466346153846,0.9992618471309663,0.9666878795858349
9,0.06468050926923752,0.9673811431623932,0.06270234286785126,0.9688501602564102,0.9675226653506234,0.9673811431623932,0.9993023330865205,0.9669930853658042,0.9687191267723608,0.9688501602564102,0.9993344374352134,0.9684224856476814
10,0.06726083159446716,0.9676259793447294,0.06682557612657547,0.9678485576923077,0.9673059154799686,0.9676259793447294,0.9993032907289925,0.9664623479099385,0.9667644213552072,0.9678485576923077,0.9993116407545324,0.9665229587881401
Average,0.065536630153656,0.9674846420940172,0.06763665191829205,0.9667868589743589,0.9680056818367024,0.9674846420940172,0.9993064908024645,0.966987637892424,0.967026119573551,0.9667868589743589,0.9992786238151703,0.9662536035057716
