fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9955683644119648,0.9930866484826651,0.995696792473757,0.9955683644119648,0.9999113653079944,0.9954898833959434,0.9932861425850945,0.9930866484826651,0.9998617589336316,0.9929215182203681
2,0.995465436101533,0.9937042183452559,0.995579798073376,0.995465436101533,0.9999093117548553,0.9953860453436553,0.99379492083193,0.9937042183452559,0.9998740500989337,0.9935724561766253
3,0.9954368449041909,0.9935326711612029,0.9955687762190841,0.9954368449041909,0.999908733901039,0.9953551556985707,0.9936476438977299,0.9935326711612029,0.9998706849993181,0.9933965543777679
4,0.9954902151392296,0.994115931586983,0.99562249934456,0.9954902151392296,0.9999098008334539,0.9954092688038152,0.9942341986843904,0.994115931586983,0.9998823593820058,0.9939976849597292
5,0.9955016516181665,0.9931552673562863,0.9956245819334207,0.9955016516181665,0.9999100339511091,0.9954227843290305,0.993228112087072,0.9931552673562863,0.9998630925574552,0.9930029356283827
6,0.9954330327445453,0.9934468975691764,0.9955518324208777,0.9954330327445453,0.9999086603805206,0.9953535684484034,0.9934655407542323,0.9934468975691764,0.9998689436082665,0.9933268339717993
7,0.9955397732146227,0.9936699089084453,0.9956628889979626,0.9955397732146227,0.9999107982321425,0.9954629946501331,0.9937379349856882,0.9936699089084453,0.9998733679809517,0.9935359064945084
8,0.9954940272988753,0.9939272296845247,0.9956189882146119,0.9954940272988753,0.9999098780224412,0.9954137903957113,0.9940369836618509,0.9939272296845247,0.9998785743846893,0.9938050760847876
9,0.9954673421813559,0.9937042183452559,0.9955911376152862,0.9954673421813559,0.9999093475711307,0.995389156435651,0.993828606753842,0.9937042183452559,0.999874076974651,0.9935555132965391
10,0.9954387509840137,0.9939272296845247,0.9955724496128007,0.9954387509840137,0.999908778742283,0.9953556629204574,0.9939366645097486,0.9939272296845247,0.9998785090069152,0.9938035030778063
Average,0.9954835438598497,0.9936270221124321,0.9956089744905737,0.9954835438598497,0.999909670869697,0.9954038310421373,0.9937196748751578,0.9936270221124321,0.9998725417926819,0.9934917982288314
