fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.07284185290336609,0.986292129184892,0.07283264398574829,0.9866750165257628,0.9861396248503274,0.986292129184892,0.9997266928005916,0.9861202599132166,0.9865541132470222,0.9866750165257628,0.999734323010571,0.9865403966025884
2,0.07488024979829788,0.9850454319660898,0.0761866569519043,0.9838221480012525,0.9848500840780131,0.9850454319660898,0.9997018180587958,0.9848099408271981,0.9835863563421279,0.9838221480012525,0.9996774099260102,0.9835465632542839
3,0.07224705815315247,0.985905556403868,0.0738438218832016,0.9854747242806944,0.9857977440959179,0.985905556403868,0.9997188868040542,0.9855903392309772,0.9853790733052925,0.9854747242806944,0.9997102674637137,0.9851543648463026
4,0.0736435055732727,0.9853991742821357,0.07224573194980621,0.9859789510307037,0.9852717467052765,0.9853991742821357,0.999708740786314,0.9851129886544461,0.9858540388682416,0.9859789510307037,0.9997203455593615,0.9856900063715529
5,0.07657773792743683,0.9840693664857509,0.07725437730550766,0.9836826998347395,0.9838712782487807,0.9840693664857509,0.9996821443967591,0.9837915361741775,0.9835131412396155,0.9836826998347395,0.9996745131306493,0.9834357066535505
6,0.07657589018344879,0.981935488858994,0.07575157284736633,0.9825867617639384,0.9817699376437523,0.981935488858994,0.9996395503048182,0.9816497290108943,0.9823782289217735,0.9825867617639384,0.9996525542448225,0.9822824029817736
7,0.07249472290277481,0.9883023302562199,0.07280551642179489,0.9879272853787945,0.9882113531716554,0.9883023302562199,0.9997668508006583,0.9881144918491417,0.9878050969733552,0.9879272853787945,0.9997592417750683,0.9877291140289586
8,0.07271914929151535,0.9870285754047409,0.07330852746963501,0.9867269722536314,0.9868720509441782,0.9870285754047409,0.9997414190240298,0.9868676926428692,0.9865697863589268,0.9867269722536314,0.9997354525400465,0.9865722477699141
9,0.07309363037347794,0.9868101622056253,0.07358717173337936,0.9867791597808124,0.9866326487145619,0.9868101622056253,0.9997370395591707,0.9865809485542216,0.9866754516556493,0.9867791597808124,0.9997363496842467,0.9865574223043608
10,0.07510624825954437,0.98474200182462,0.07405298203229904,0.9851265547534139,0.9846192877703175,0.98474200182462,0.9996955983434939,0.9845197536925966,0.9850467362071967,0.9851265547534139,0.9997031717354505,0.9848896806356511
Average,0.07401800453662873,0.9855530216872935,0.07418690025806426,0.9854780273603744,0.9854035756222782,0.9855530216872935,0.9997118740878683,0.9853157680549739,0.9853362023119201,0.9854780273603744,0.999710362906994,0.9852397905448939
