fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.013531828299164772,0.9952069716775599,0.013773075304925442,0.995686274509804,0.9951966789113434,0.9952069716775599,0.9999041256135252,0.9951972387266644,0.9957694447899875,0.995686274509804,0.9999138397476812,0.9957089124469862
2,0.021133188158273697,0.992244008714597,0.021306263282895088,0.9913725490196078,0.9928424416176856,0.992244008714597,0.999844876549207,0.9921922556484033,0.9921490402622233,0.9913725490196078,0.9998274498816542,0.9913018024474064
3,0.009332609362900257,0.9970588235294118,0.01262658927589655,0.9966666666666667,0.9971050535146144,0.9970588235294118,0.9999411729540153,0.9970545807266921,0.9968095270462682,0.9966666666666667,0.9999333881124085,0.9966541772820738
4,0.010481726378202438,0.9970152505446623,0.012155133299529552,0.9972549019607844,0.9970681303268769,0.9970152505446623,0.9999403032387452,0.9970041612696501,0.9973329256134468,0.9972549019607844,0.9999451011708274,0.9972566587209206
5,0.02754378505051136,0.9887363834422658,0.03214062750339508,0.9872549019607844,0.9921443595478115,0.9887363834422658,0.9997747713298676,0.9889736565633254,0.9913759221497679,0.9872549019607844,0.9997446383857911,0.9874205213457087
6,0.05567176267504692,0.9784531590413943,0.05838097631931305,0.9776470588235294,0.9817227008284055,0.9784531590413943,0.9995690325928249,0.9780827772892026,0.9802244975297326,0.9776470588235294,0.9995531053062475,0.9774400541634934
7,0.009547756053507328,0.9973856209150327,0.012682447209954262,0.9952941176470588,0.9974160879545073,0.9973856209150327,0.9999477136365136,0.9973762581244751,0.9953648267485923,0.9952941176470588,0.9999058585429186,0.9952908783681298
8,0.010121207684278488,0.9970152505446623,0.015444491058588028,0.9937254901960785,0.9970372898154477,0.9970152505446623,0.9999403131325252,0.9970055299827956,0.9937716183902428,0.9937254901960785,0.9998743612381011,0.9937023412069004
9,0.011438723653554916,0.9966230936819173,0.012771292589604855,0.9966666666666667,0.9966691169522798,0.9966230936819173,0.9999324613668543,0.9966032448197913,0.9968078949073398,0.9966666666666667,0.9999333550382097,0.9966623169744728
10,0.021777495741844177,0.9915904139433551,0.023731159046292305,0.9903921568627451,0.9924467243298193,0.9915904139433551,0.9998318006241593,0.9915635282840966,0.9913447624396783,0.9903921568627451,0.9998079601948361,0.9903675656789043
Average,0.019058008305728437,0.9931328976034859,0.021501205489039422,0.9921960784313726,0.993964858379879,0.9931328976034859,0.9998626571038238,0.9931053231435097,0.993095045987728,0.9921960784313726,0.9998439057618675,0.9921805228634997
