fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9952824524385432,0.993481207005987,0.9953731229381895,0.9952824524385432,0.9999056473780488,0.9952283947252184,0.9936441895428055,0.993481207005987,0.9998696471039882,0.9934007083532302
2,0.9951051870150218,0.9937385277820665,0.9952133331208809,0.9951051870150218,0.999902106906148,0.9950469146138703,0.9938264312376197,0.9937385277820665,0.9998747370501858,0.9936698194929799
3,0.9951699937289974,0.9939615391213353,0.9952679085000136,0.9951699937289974,0.999903396978408,0.995114186044335,0.9940512737511282,0.9939615391213353,0.9998792628820795,0.9938948510715445
4,0.9951795241281114,0.9942360146158201,0.995258991297833,0.9951795241281114,0.9999035868724828,0.9951266236366139,0.9943183360130997,0.9942360146158201,0.9998847581207381,0.9941679556930085
5,0.995143308611478,0.993018029609044,0.9952372187295578,0.995143308611478,0.9999028673291039,0.9950877802514372,0.9931815356436852,0.993018029609044,0.9998603479046075,0.9929219886828184
6,0.995314855795531,0.99365275419004,0.995399121898108,0.995314855795531,0.9999062967454079,0.9952613036852613,0.9936447089668303,0.99365275419004,0.9998730571348001,0.9935864568080853
7,0.9953320105139363,0.9937042183452559,0.9954115143133064,0.9953320105139363,0.9999066428894078,0.9952828074044315,0.9938054571864722,0.9937042183452559,0.9998740518102015,0.9936287670128303
8,0.9951509329307693,0.9935498258796082,0.995257238071341,0.9951509329307693,0.9999030158893893,0.9950936704410496,0.9936691644231109,0.9935498258796082,0.9998710283310436,0.9934768257778578
9,0.9953567895516329,0.9934297428507711,0.9954472712363724,0.9953567895516329,0.9999071364792548,0.9953074772976911,0.9935026297074471,0.9934297428507711,0.999868587122441,0.9933558253480568
10,0.9951452146913008,0.9939615391213353,0.9952281553366791,0.9951452146913008,0.9999029080576037,0.995089252157366,0.9939708994467102,0.9939615391213353,0.9998791931155254,0.9939021031674276
Average,0.9952180269405322,0.9936733398521265,0.9953093875442282,0.9952180269405322,0.9999043605525253,0.9951638410257274,0.9937614625918909,0.9936733398521265,0.999873467057561,0.9936005301407841
