fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.020740102976560593,0.9914596949891068,0.022222669795155525,0.9909803921568627,0.9918909860941448,0.9914596949891068,0.9998291714410128,0.9913205409360251,0.991419991931864,0.9909803921568627,0.9998198020360044,0.9907491006738612
2,0.030652081593871117,0.9872984749455338,0.029387179762125015,0.9888235294117647,0.9876147570381706,0.9872984749455338,0.9997459268577731,0.9869413492062121,0.9892608425109799,0.9888235294117647,0.9997768018441006,0.9885038275509742
3,0.01500086858868599,0.9936819172113289,0.02411072887480259,0.9907843137254903,0.9937507315094467,0.9936819172113289,0.999873634979952,0.9935963415789919,0.9908749607247037,0.9907843137254903,0.9998156998203567,0.9907007897786747
4,0.01714823953807354,0.9926579520697167,0.0221825260668993,0.9905882352941177,0.9926865155671508,0.9926579520697167,0.9998531545093063,0.9925810548712891,0.9905416462728976,0.9905882352941177,0.9998118077921943,0.9905304299707285
5,0.03152715042233467,0.9866666666666667,0.03645709529519081,0.9845098039215686,0.9870826906391773,0.9866666666666667,0.999733364881283,0.9862017445838734,0.9843274848140994,0.9845098039215686,0.9996899348824099,0.9839878362160561
6,0.017664216458797455,0.9924618736383443,0.029111532494425774,0.9878431372549019,0.9924703452887201,0.9924618736383443,0.999849258390438,0.9923576367343624,0.9878984135818046,0.9878431372549019,0.999756578679066,0.9876830142670696
7,0.025490110740065575,0.9895860566448802,0.03256373107433319,0.9868627450980392,0.990061263987335,0.9895860566448802,0.9997917295499067,0.989299725294613,0.9876099446661654,0.9868627450980392,0.999737094172338,0.9862980152782531
8,0.025858774781227112,0.9891721132897604,0.027032552286982536,0.9894117647058823,0.9891786854262243,0.9891721132897604,0.9997834612476246,0.9889809854170176,0.9898501791296015,0.9894117647058823,0.9997881227159062,0.9893305552364609
9,0.02574225328862667,0.9897167755991285,0.033277805894613266,0.9884313725490196,0.9899921488720665,0.9897167755991285,0.9997943331393654,0.9894714702094637,0.9884654477034156,0.9884313725490196,0.9997686413802366,0.9881958072328925
10,0.024755623191595078,0.989281045751634,0.02318667806684971,0.9927450980392157,0.9893147669786128,0.989281045751634,0.999785592825939,0.9890416781965286,0.9933176470588235,0.9927450980392157,0.9998550013574171,0.9927010957639761
Average,0.02345794215798378,0.9901982570806099,0.027953249961137773,0.9890980392156863,0.9904042891401048,0.9901982570806099,0.9998039627822599,0.9899792527028378,0.9893566558394354,0.9890980392156863,0.9997819484680031,0.9888680471968948
