fold,train_accuracy,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.9664940072914794,0.9658288862110518,0.9687173776869002,0.9664940072914794,0.9993303096363594,0.9634444172410108,0.9682957402653475,0.9658288862110518,0.9993170802119241,0.9629994867463665
2,0.9663773283193254,0.9666207608882769,0.9686865637461739,0.9663773283193254,0.9993279574183987,0.9633447064749068,0.9682243549104118,0.9666207608882769,0.9993330823870182,0.963531190998968
3,0.9664462522212,0.9664308216701958,0.9687550484799949,0.9664462522212,0.9993293659560613,0.9634175256009865,0.9679326021403352,0.9664308216701958,0.9993290173465887,0.9632770088949951
4,0.9664978969133688,0.9661209523317668,0.9685985886170204,0.9664978969133688,0.9993303832629918,0.9634538211744711,0.9689949817379939,0.9661209523317668,0.9993229717582449,0.9630935533677367
5,0.9662989692101996,0.9673259997589905,0.9685660767748044,0.9662989692101996,0.9993264313210174,0.963256208855075,0.9691973527060791,0.9673259997589905,0.9993468291902293,0.9643067754695377
6,0.9666260522606029,0.9659315877360601,0.9689209744228799,0.9666260522606029,0.9993329423228596,0.9636309157965001,0.9682220269782366,0.9659315877360601,0.9993191982207961,0.9630447916826134
7,0.9664175607255505,0.9669989154573155,0.9685487040919774,0.9664175607255505,0.9993287831601761,0.963375491398617,0.9696571286907356,0.9669989154573155,0.9993404640511513,0.9639002411699549
8,0.9663850436971478,0.9665857563394102,0.9685470838416463,0.9663850436971478,0.9993281053336739,0.9633264103968813,0.9696291798191528,0.9665857563394102,0.9993324384638586,0.9636005814851107
9,0.9664864203151091,0.9660693074420286,0.9686117745810374,0.9664864203151091,0.9993301909832008,0.9634258413977277,0.9685810999413155,0.9660693074420286,0.9993215953134926,0.9629722954298222
10,0.9663926947626544,0.9667923358983629,0.9686597279268394,0.9663926947626544,0.9993283444886313,0.9633619845272162,0.9685500820316448,0.9667923358983629,0.9993358075877502,0.9636594903942038
Average,0.9664422225716638,0.9664705323733459,0.9686611920169274,0.9664422225716638,0.9993292813883372,0.9634037322863392,0.9687284549221251,0.9664705323733459,0.9993298484531055,0.9634385415639308
