fold,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_tnr,train_f1,val_precision,val_recall,val_tnr,val_f1
1,0.061071038246154785,0.9707086894586895,0.06874103099107742,0.9668469551282052,0.97019732123928,0.9707086894586895,0.9993738259173927,0.9701646834592083,0.9666642457718262,0.9668469551282052,0.9992766267099339,0.9664187575744205
2,0.06294558197259903,0.9699185363247863,0.06509455293416977,0.9696514423076923,0.9698222263393917,0.9699185363247863,0.9993588497278345,0.9695686121922329,0.9699749145729007,0.9696514423076923,0.9993436406917976,0.9691020386875966
3,0.06244033947587013,0.9701633725071225,0.0659247413277626,0.9694511217948718,0.9697005880745158,0.9701633725071225,0.9993626000557153,0.9696300320306069,0.9695004497588664,0.9694511217948718,0.9993360105221973,0.9693036609820206
4,0.06103529781103134,0.9704527243589743,0.0614059753715992,0.9712540064102564,0.9705861376439905,0.9704527243589743,0.9993713007363545,0.9701444638436038,0.971048958025376,0.9712540064102564,0.9993781551379953,0.9706762686277542
5,0.06198040768504143,0.9701188568376068,0.06466642767190933,0.9682491987179487,0.9697145698980494,0.9701188568376068,0.9993622915537128,0.9697409650934862,0.9675655959782636,0.9682491987179487,0.9993034412526385,0.9677983478912632
6,0.06111181527376175,0.9706641737891738,0.06250475347042084,0.96875,0.9703975578312649,0.9706641737891738,0.9993741684901566,0.9702090335738855,0.9684031616010605,0.96875,0.9993058392131472,0.9682689074787703
7,0.0623936653137207,0.9697516025641025,0.06719467788934708,0.9697516025641025,0.9695803135172997,0.9697516025641025,0.9993552974110006,0.9692806646457822,0.9696269616351392,0.9697516025641025,0.9993540274691558,0.969416516635925
8,0.05986585468053818,0.9710759437321937,0.06403415650129318,0.9683493589743589,0.9705148224264066,0.9710759437321937,0.9993812071924892,0.9705059008901171,0.9678327484294144,0.9683493589743589,0.9992938654963288,0.9677795106656897
9,0.06376945972442627,0.9695846688034188,0.06337001174688339,0.9689503205128205,0.9697715871684874,0.9695846688034188,0.9993527066810254,0.9691831413210658,0.9689557556506532,0.9689503205128205,0.9993404643941495,0.968298961253456
10,0.061996132135391235,0.9706530448717948,0.06260374188423157,0.9697516025641025,0.9703413389525244,0.9706530448717948,0.9993732998357596,0.9701298847725551,0.9691957337409397,0.9697516025641025,0.9993569353517566,0.9692433747208906
Average,0.06186095923185349,0.9703091613247864,0.06455400697886944,0.9691005608974359,0.970062646309121,0.9703091613247864,0.9993665547601441,0.9698557381822545,0.9688768525164437,0.9691005608974359,0.9993289006239102,0.9686306344517787
